ID	Year of Study	Acquired Skills
12103	1	Algorithmic, Design, Security, C++, Mathematics
16971		Dynamic Structures, Algorithmic
10116	3	Java
10557	1	Security, Mathematics
12437	1	Robotics, Web Development, Statistics
12128	4	Software Engineering, Web Development, Java
16424	3	Static Structures, Security, C++
12184	3	Compilation, Algorithmic, Java
14127	5	C++, Robotics, Compilation, Statistics, Security
15773	4	Design, Dynamic Structures, Probability, Java, C++
18193	3	Mathematics, Probability, Robotics, Statistics, Security
11840	2	Web Development, Static Structures, Compilation, Statistics, Java
10255	3	Probability, Statistics, C++
13210	1	
14847		Dynamic Structures, Security
12895	5	C++, Static Structures, Statistics, Mathematics, Probability
12495	1	Probability, Python, Software Engineering, Design, Dynamic Structures
14818	1	Probability
18051	2	Mathematics
18415	2	Dynamic Structures, Probability
19669	1	Robotics
18468	2	Software Engineering, Mathematics, C++
14685	4	Robotics, Compilation, Design
17200	4	Static Structures
14776	1	Mathematics, Static Structures, Dynamic Structures, Software Engineering, Algorithmic
15949	1	Algorithmic
13377	3	Probability, Java, Design, Mathematics
15982	5	Java
16241	2	Dynamic Structures, Design, Python, Robotics, Software Engineering
14202	4	Security, C++
18219	5	Robotics, C++, Web Development, Security, Algorithmic
10936	5	Design, Statistics
10423	3	Python
10989	5	Compilation
10387	5	Static Structures
14780	2	Design, Probability
12203	3	Web Development, Python, Dynamic Structures
15740	4	Robotics
12940	3	Mathematics, Web Development, Security, Statistics
12650	2	Security, C++, Compilation, Algorithmic, Static Structures
14714		Robotics, Java, Static Structures, C++
18934	1	Statistics, C++
12066	4	
18506	5	Statistics, Web Development, Dynamic Structures
11137		Java, Web Development, Statistics, C++
13930	2	Web Development, Design, Security, Dynamic Structures
18551	3	Compilation, C++, Python
13526	1	C++, Robotics
17163	1	Robotics, Algorithmic, Security
17312	5	Static Structures, Mathematics, Dynamic Structures, Algorithmic
18800	1	Python, Compilation, Statistics, Static Structures
15261	1	Algorithmic, Software Engineering, Mathematics
14083	1	Static Structures, Web Development, Mathematics, Python
16191	1	Java, Algorithmic, Robotics
17383	2	Compilation, Statistics, Web Development
19881	5	Robotics, Probability, Java, Design
10092	5	Probability
13419	2	Security
11814	4	Compilation, Java, Robotics
19420	4	Compilation
13771	1	Dynamic Structures, C++, Software Engineering, Algorithmic, Design
11801	2	C++
19643	5	
17248	4	Security, Software Engineering
19101	5	Robotics, Mathematics, Java, Probability
10464	3	Java, Compilation
19112	1	Algorithmic, Compilation, Design, Probability
18117	1	Dynamic Structures
12531	5	Compilation, Web Development, Statistics, Security, Algorithmic
14598		C++, Design
19108	1	Compilation
17473	3	Dynamic Structures, Python, Probability
12388	5	Probability, Web Development, Python, Software Engineering
19002	5	Security, Robotics, Design, Compilation, Java
15305	5	Robotics, Dynamic Structures, Static Structures, Probability, Design
15426	2	Security, Java
16411		Security
15433	5	Static Structures, Compilation, Robotics, C++
13492	4	Static Structures, Mathematics
12242	1	Probability, Security, Web Development, Python
19900	1	Compilation, Design, Algorithmic
18204	1	Web Development, Algorithmic, Mathematics, Design, Security
13172	1	Statistics, Web Development, Static Structures, Probability
10643	4	Probability, Design, Algorithmic
16810	5	Design, Static Structures, Robotics, Compilation
13254	3	Dynamic Structures, Web Development, Robotics
10137		Java, Python, Web Development, Probability
11810	3	Dynamic Structures, Statistics, Mathematics
15520	4	Dynamic Structures, Design, Algorithmic, Statistics, Python
13566	5	Algorithmic, Web Development, Compilation
16129	4	Statistics, Dynamic Structures, Web Development
10449	1	C++
16239	1	Software Engineering
17975	3	
15558	5	Probability
13312	2	Software Engineering
13783	5	Probability, Static Structures
13384		Dynamic Structures, Software Engineering
18206	1	Mathematics, Web Development, Design, Compilation
15862	2	Compilation, Static Structures, Dynamic Structures
10529	5	Mathematics, Java, Statistics, Software Engineering, Web Development
17628	4	C++, Software Engineering, Compilation, Mathematics
13240	2	Dynamic Structures
18786	2	Web Development, Robotics, Dynamic Structures, Mathematics
17230	2	Mathematics, Security
19045	2	Java
13983	1	Static Structures, Web Development, Python, Probability
18997	4	C++, Security
12259	1	Web Development, Probability, Compilation, Robotics
14313		Probability, Python, C++
15452	1	Dynamic Structures, Java, Security, C++, Robotics
16301	2	Software Engineering, Robotics, Compilation, Design
18600	5	Security, Web Development
14079		C++, Static Structures
15231	4	Dynamic Structures, Compilation, Java, Statistics, Security
14208	1	Compilation, Robotics
17392	1	Compilation
19740	1	Mathematics, Python
16646	4	Algorithmic, Python
11775	4	Algorithmic, C++, Static Structures
17323	2	Java, Security, Compilation
12088		Python
15587	5	Statistics, Java, Software Engineering, Design, Mathematics
17823	3	Probability, Dynamic Structures
12811	4	Python, Compilation, Statistics, Software Engineering
16133	3	Security
11235	4	Dynamic Structures, Java
18570	5	Mathematics, Security, Web Development, Static Structures, Python
19889	5	Java, Software Engineering, Dynamic Structures, Robotics
19281	4	C++, Security, Static Structures, Compilation, Web Development
13324	2	Mathematics, Security, Python, Static Structures, Statistics
17238	1	
13789	3	Robotics, Software Engineering, Static Structures
18882	5	Compilation
18247	5	Security, Statistics
11432	4	Web Development
19495	1	Java, Algorithmic, Software Engineering, Statistics, Python
10702		Static Structures
15083	5	Compilation, C++
17194	1	Java, Compilation, Mathematics, Robotics
16630	1	Python
19310	4	Probability
14319	2	Probability, Dynamic Structures, Design
11098	5	Robotics, Mathematics
14467	2	Static Structures, Probability, Algorithmic
16353	2	Compilation, Static Structures, Statistics, Web Development
18797	5	Python
16672	2	Algorithmic, Robotics
15425	2	C++
18438	5	Algorithmic, Probability, Static Structures
15309	4	Static Structures, Mathematics
13196	3	C++, Mathematics, Probability, Design
15560	2	Dynamic Structures, Java, Security, Robotics
16916		Dynamic Structures, Mathematics, Web Development
12688	1	Dynamic Structures, C++, Robotics
18850	1	Software Engineering, Mathematics, Java, Design
16500	4	Robotics, Security, Web Development, Software Engineering, Mathematics
12908	4	Mathematics
17881	1	Static Structures, Algorithmic, Security, Robotics
11295	1	Software Engineering, Statistics, Algorithmic, Design, Static Structures
16399	4	Static Structures, Security, Algorithmic, Web Development
18664	4	Web Development, Python, Compilation
11957	4	Statistics, C++, Design
19604	2	Security, Robotics, Web Development, Design
18447		Design, Mathematics
17897	2	C++, Software Engineering, Java, Static Structures
12119	5	Probability, Software Engineering, Mathematics, Design
14385	5	Security, Compilation
15082	1	
10476	3	Probability, Dynamic Structures
13354	2	C++, Compilation, Software Engineering, Statistics
19816	2	Static Structures, Software Engineering
15966	2	Software Engineering, Web Development, C++, Probability
16332	1	Software Engineering, Statistics, Probability
13082	5	Static Structures
10657	5	Software Engineering
17142	5	Static Structures, Dynamic Structures, Python, Mathematics
17268	2	Security, Robotics, Compilation, Design
17546	2	C++, Robotics
17038	3	Dynamic Structures
13457	5	Security, Static Structures, Mathematics
18148	4	Java, Software Engineering
11393	3	Statistics, Probability, Dynamic Structures, Algorithmic
14994	1	
13808	5	Software Engineering, Compilation, Web Development, Static Structures, Robotics
18379	3	Java
12450	3	Java
10508	5	Algorithmic
16859	3	Mathematics, Java, Algorithmic
16837	4	Static Structures, Software Engineering
13147	4	Probability, Mathematics, Static Structures, Compilation, Software Engineering
17664	3	C++, Web Development, Algorithmic
16406	5	Web Development, Statistics, C++, Dynamic Structures, Java
18855	5	Security, Algorithmic
14016	4	Mathematics
17064		Algorithmic
17796	4	
19164	2	Security, Dynamic Structures, C++, Python
16093	4	Web Development
13019	4	Probability
14413	3	Web Development, Security, Java, Static Structures, Design
19901	3	Robotics, Compilation, Software Engineering
19637	2	C++, Dynamic Structures, Python
11582	4	Compilation, Static Structures, Robotics
15565	2	Robotics, C++, Mathematics
11547	2	Software Engineering, Algorithmic, Security, Design
18986	5	Design, Java
11816	4	Statistics, Dynamic Structures, Compilation, Static Structures
10875	2	Software Engineering, Mathematics, C++
11065	2	Software Engineering, Web Development, Dynamic Structures
14121	1	Robotics, Mathematics
18384	5	Static Structures, Web Development, Design, Software Engineering
16086	1	Robotics, Probability, Java, C++, Compilation
14877	5	Design, Security, Java
19680	3	Probability, Design, Static Structures, Robotics, Statistics
10523		
10654	3	Robotics, Compilation
12355	4	Probability
19062	4	Robotics, Mathematics, Design, C++
19020	4	Python
13477	4	Compilation
17819	2	Security, C++
19060	1	Robotics
12266	1	
13242	2	Algorithmic, Web Development
18367	4	Software Engineering
19649	5	Statistics
17855	2	Python, Mathematics
11763	5	Web Development, Design, Statistics
13910	3	Java
16637	3	Compilation, Mathematics, Probability
17432	1	Python, Algorithmic, Mathematics, Probability
15952		Security, Web Development, Probability, Robotics
10469	2	Design, Web Development, Compilation
18055	4	Dynamic Structures, Security, C++, Web Development, Python
10572	3	Design
17322	3	Python, Design, Java, Compilation
16474	5	Security
14783	2	Dynamic Structures, Software Engineering, Statistics, Robotics
17624	1	Dynamic Structures
12341	5	Security
14987	5	Security, Probability, Web Development, Compilation
16748	5	Dynamic Structures, Design, Statistics, Compilation, Robotics
10709	4	Algorithmic, Probability, Java, C++
15658		Robotics, Algorithmic, Web Development
14623	3	Security, Probability, Compilation, Java, C++
15365	2	Security, Java
10333	3	Dynamic Structures, C++, Robotics, Python
11617	4	Algorithmic, Security, Dynamic Structures, Software Engineering
18390	5	C++, Web Development, Security, Java
14061	1	
16189	4	Robotics, Web Development, Probability
16936	1	C++, Mathematics, Software Engineering, Algorithmic, Web Development
10128	5	Probability, Design, Static Structures, Dynamic Structures
17839	2	Software Engineering, Web Development, Compilation, Algorithmic, Python
11148	4	Dynamic Structures, Static Structures
14741	1	Software Engineering
12913	3	Algorithmic
11166	1	Security, Compilation
17749		
14264		Robotics, Mathematics
16943	4	Dynamic Structures, C++, Probability, Design
19861	2	C++
10150	1	Algorithmic, Robotics, Web Development
13328	5	Software Engineering, Robotics, Probability, Mathematics
15350	4	Software Engineering, Web Development
12396	3	Software Engineering, Java
15868	4	Security, Java, Python
10707	2	Web Development
11523	2	Algorithmic, Dynamic Structures, Robotics, Compilation
16621	2	Probability, Compilation, C++
18926	2	Java, Statistics
13640	4	Python, Probability, Dynamic Structures, Software Engineering, Static Structures
16696	1	Python, Dynamic Structures
11051	1	Web Development, Security, Statistics, C++
19684	4	Java, Statistics, Mathematics
10741	5	Probability, Compilation, Mathematics
14440	5	Web Development, Probability, Compilation, Software Engineering, Design
15151	5	Web Development
18755	5	Mathematics
16588	4	Mathematics, Web Development
10039	1	Java, Statistics
14842	5	Python, Dynamic Structures, Software Engineering
15614	4	
19533	5	Security, Software Engineering, Probability
12854	2	Mathematics, Algorithmic, Static Structures, Design, Probability
14853	3	Mathematics, Python, Compilation
10031	2	Web Development, Statistics, Mathematics, Security, Software Engineering
12570	2	Design, Software Engineering
18939	4	
10798	2	Python, Static Structures, C++
14122	3	Java, Mathematics, Statistics
14432	3	Statistics, Probability, Security, Design
17154	1	Security, Dynamic Structures
19468	3	Algorithmic, Java, Web Development
17527	5	Mathematics
11657	5	Compilation, Java, Python
12348	3	Python, Static Structures, Software Engineering, C++, Algorithmic
10360	4	C++, Statistics, Software Engineering, Mathematics, Compilation
18157	2	Algorithmic, Static Structures
18578	3	Software Engineering, Java
17205	2	C++, Algorithmic, Python
12193	3	Web Development, Compilation
19368	1	Probability
15675	4	Probability
18823	5	
18410	4	Mathematics
10778	5	Probability, Static Structures
12507	1	Static Structures, Python, C++, Mathematics
14101	2	Static Structures, Statistics, Software Engineering
11605	2	Probability
12426	5	Robotics
10799	1	Web Development
12054	4	Software Engineering, Static Structures, Compilation
14147	2	Probability, Algorithmic
18673	3	Compilation, Static Structures, Robotics
16014	2	Security
19311	2	Probability, Dynamic Structures, Static Structures, Robotics, Web Development
18224	1	Algorithmic, Design, Software Engineering
11583	2	Security, Static Structures, Design, Mathematics
10565	3	Compilation, Design
11895	3	Web Development
